sentimento,empresa,texto,,,
negative,American,@AmericanAir already did &amp,,,
negative,American,@AmericanAir you changed my AAdvantage travel plans &amp,,,
negative,American,"@AmericanAir yes, for tomorrow at 9 am. But I have to work though 😒 I'm really mad about the situation",,,
negative,American,"@AmericanAir whenever I cheat on you it goes horribly wrong! I promise, I won't stray anymore. I'm talking about you @Delta!",,,
negative,American,"@AmericanAir @praywinn between understaffing, what looks like a labor slowdown, weather, incompetence, and disregard for the customer...",,,
negative,American,"@AmericanAir I need help with a reservation purchased on @AmericanAir but operated on @USAirways, can't get through on the 800#",,,
negative,American,@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP,,,
negative,American,@AmericanAir how can you not be taking calls? I need to change my flight!,,,
negative,American,@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?,,,
negative,American,@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome,,,
negative,American,@AmericanAir I can't choose a seat online because I booked on @priceline ??? #SMH,,,
negative,American,@AmericanAir it wasn't really about the delay. It was more about being told the engine needed to be troubleshot.  Makes a person paranoid.,,,
negative,American,"@AmericanAir ""overweight"" flight = you sold more tickets than you had seats. We all know that. Let's call it what it is.",,,
negative,American,"@AmericanAir @jaynegelman How,about more@Blacklist too!!",,,
negative,American,@AmericanAir at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?,,,
negative,American,"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.",,,
negative,American,@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....,,,
negative,American,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA,,,
negative,American,@AmericanAir been waiting on hold for more than an hour,,,
negative,American,@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning.,,,
negative,American,"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses.",,,
negative,American,@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.,,,
negative,American,@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8,,,
negative,American,@AmericanAir thanks for the show! 👍,,,
negative,American,"@AmericanAir well done, you have taken the fun out of air travel @PHLAirport",,,
negative,American,@AmericanAir no worries even though I was talking about seat assignment :),,,
negative,American,"@AmericanAir @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side #Air Berlin, LAN and AA.",,,
negative,American,"@AmericanAir Been trying to call all day, get hung up on every time. Your guys are horrible!",,,
negative,American,"@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits",,,
negative,American,@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!,,,
negative,American,"@AmericanAir , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you Cancelled Flight a flight?, ridiculous @PHLAirport",,,
negative,American,@AmericanAir @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!,,,
negative,American,"@AmericanAir Yo, could that be a catering truck before mine eyes?  Unmoving? http://t.co/ASW6QwUf1Z",,,
negative,American,@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center,,,
negative,American,@AmericanAir Great seats on this aircraft!,,,
negative,American,Is rudeness and poor customers service a job requirement at @AmericanAir ? Been waiting 28hrs and still haven't even seen one plane😡,,,
negative,American,@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ,,,
negative,American,@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!,,,
negative,American,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere,,,
negative,American,@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!,,,
negative,American,@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!,,,
negative,American,@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles.,,,
negative,American,@AmericanAir who's your pick for best picture? I don't want to board your airline until I know,,,
negative,American,@AmericanAir we have 3 more passengers with me   There are two more reservation numbers,,,
negative,American,"@AmericanAir @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs",,,
negative,American,@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o,,,
negative,American,"@AmericanAir @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier",,,
negative,American,"@AmericanAir @manuel_c ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or....",,,
negative,American,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.,,,
negative,American,@AmericanAir You have the worst customer service of any airlines I've ever encountered. Flat out awful,,,
negative,American,"@AmericanAir @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got",,,
negative,American,@AmericanAir DONE!! thank you so much!!,,,
negative,American,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs,,,
negative,American,@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp,,,
negative,American,@AmericanAir 24 hrs &amp,,,
negative,American,"@AmericanAir delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday, &gt;1 hr today. Still no bag. #AA http://t.co/QKkJdFObOS",,,
negative,American,"@AmericanAir Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?",,,
negative,American,@AmericanAir this is awful customer service.,,,
negative,American,@AmericanAir everything's good now brothaaaaaa,,,
negative,American,@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired,,,
negative,American,@AmericanAir 740pm wheels up to be exact.  I'm sending a DM.,,,
negative,American,@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.,,,
negative,American,@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK,,,
negative,American,@AmericanAir we are through. I can quit you. I am. The nonsense &amp,,,
negative,American,"@AmericanAir 719. Looks like we are about to get going, finally!",,,
negative,American,"@AmericanAir @JimDayTV no, you couldn't care less. That's why their customer service is run by bots",,,
negative,American,@AmericanAir pls tell me how to get a person on the phone asap,,,
negative,American,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!,,,
negative,American,@AmericanAir you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call.,,,
negative,American,@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please,,,
negative,American,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth,,,
negative,American,@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded,,,
negative,American,@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.,,,
